PanelID,Name,Version,Genes,GeneCount,DateOfCheck
568,Childhood onset hereditary spastic paraplegia,8.22,ABCD1;ABHD16A;ACBD6;ACER3;ADAR;AFG3L2;AIMP1;ALDH18A1;ALDH3A2;ALK;ALS2;AMFR;AMPD2;AP4B1;AP4E1;AP4M1;AP4S1;AP5Z1;ARG1;ARL6IP1;ARSI;ATAD3A;ATL1;ATP13A2;B4GALNT1;BCAS3;BHLHE22;BLOC1S1;BORCS8;BSCL2;C12orf65;C19orf12;CAPN1;CCDC82;CCT5;CDK16;CHMP3;CHP1;CLDN11;CPT1C;CTNNB1;CYP27A1;CYP2U1;CYP7B1;DARS;DDHD1;DDHD2;DDX3X;DSTYK;ELOVL1;ENTPD1;ERLIN1;ERLIN2;EXOSC3;EXOSC8;FA2H;FAR1;FARS2;FICD;FLVCR1;FXN;GAD1;GALC;GBA2;GCH1;GJA1;GJC2;GLRX5;GPT2;HACE1;HECTD4;HIKESHI;HMBS;HPDL;HSPD1;IBA57;IFIH1;INPP4A;KCNA2;KDM5C;KIDINS220;KIF1A;KIF1C;KIF5A;KLC2;KLC4;KPNA3;L1CAM;LETM1;LSM7;LYST;MAG;MAPK8IP3;MARS;MARS2;MTPAP;NDUFA12;NIPA1;NKX6-2;NOTCH3,100,2025-11-20
496,Childhood onset leukodystrophy,30.317,A2ML1;AAAS;AARS;AARS;AARS2;AARS2;AARS2;AASS;AASS;ABAT;ABAT;ABAT;ABCA1;ABCA2;ABCB11;ABCB11;ABCB4;ABCB6;ABCB7;ABCB7;ABCB7;ABCC6;ABCC8;ABCC9;ABCD1;ABCD1;ABCD1;ABCD4;ABCD4;ABCG2;ABCG5;ABCG5;ABCG8;ABHD12;ABHD12;ABHD16A;ABHD16A;ABHD5;ABHD5;ABI2;ACACA;ACACA;ACAD8;ACAD9;ACAD9;ACAD9;ACADM;ACADM;ACADM;ACADS;ACADS;ACADS;ACADSB;ACADSB;ACADSB;ACADVL;ACADVL;ACADVL;ACAN;ACAT1;ACAT1;ACAT1;ACAT2;ACAT2;ACBD5;ACBD6;ACE2;ACER3;ACER3;ACIN1;ACO2;ACO2;ACO2;ACOT9;ACOX1;ACOX1;ACOX1;ACOX2;ACOX2;ACP5;ACP5;ACSF3;ACSF3;ACSL4;ACSL4;ACTA2;ACTB;ACTG1;ACTL6A;ACTL6B;ACVR1;ACY1;ACY1;ADA;ADA;ADAM22;ADAMTS10;ADAR;ADAR;ADAR,100,2025-11-20
243,Childhood solid tumours,5.8,ACD;AKT1;ALK;APC;ATM;BAP1;BLM;BMPR1A;BRAF;BRCA1;BRCA2;BRIP1;BUB1B;CBL;CDC73;CDKN1C;CDKN2A;CTC1;CTR9;DDB2;DICER1;DIS3L2;DKC1;ELP1;ERCC1;ERCC2;ERCC3;ERCC4;ERCC5;EZH2;FANCA;FANCB;FANCC;FANCD2;FANCE;FANCF;FANCG;FANCI;FANCL;FANCM;FBXW7;GPC3;GPR161;H19;HRAS;IGF2;KCNQ1OT1;KDM3B;KLLN;KRAS;LZTR1;MAP2K1;MAP2K2;MAX;MEN1;MLH1;MSH2;MSH6;MTAP;NBN;NF1;NF2;NFIX;NHP2;NOP10;NOTCH3;NRAS;NSD1;NYNRIN;PALB2;PARN;PAX6;PDGFRA;PDGFRB;PHOX2B;PIK3CA;PMS2;POLH;PPP1CB;PRKAR1A;PTCH1;PTEN;PTPN11;RAD51C;RAF1;RB1;RECQL4;REST;RET;RIT1;RTEL1;SDHB;SDHD;SHOC2;SLX4;SMAD4;SMARCA4;SMARCB1;SOS1;SOS2,100,2025-11-20
259,Childhood solid tumours cancer susceptibility,1.3,ALK;APC;ATM;BLM;BMPR1A;BRAF;BRCA1;BRCA2;BRIP1;BUB1B;CBL;CDKN1C;DDB2;DICER1;DIS3L2;ELP1;ERCC1;ERCC2;ERCC3;ERCC4;ERCC5;EZH2;FANCA;FANCB;FANCC;FANCD2;FANCE;FANCF;FANCG;FANCI;FANCL;FANCM;GPC3;GPR161;HRAS;KRAS;MAP2K1;MAP2K2;MEN1;MLH1;MSH2;MSH6;NBN;NF1;NF2;NHP2;NOP10;NRAS;NSD1;PALB2;PAX5;PDGFRA;PHOX2B;PMS2;PRKAR1A;PTCH1;PTEN;PTPN11;RAD51C;RAF1;RB1;RECQL4;REST;RET;SH2B3;SHOC2;SLX4;SMAD4;SMARCA4;SMARCB1;SOS1;SQSTM1;STK11;SUFU;TERT;TP53;TRIM37;TRIP13;TSC1;TSC2;VHL;WRN;WT1;XPA;XPC,85,2025-11-20
221,Choanal atresia,1.17,CHD7;CTNND1;EFTUD2;FAM20C;FGFR2;FGFR3;FOXE1;KMT2D;PTPN14;SALL4;SEMA3E;SPINT2;TXNL4A;USP9X,14,2025-11-20
544,Cholestasis,3.12,ABCB11;ABCB4;ABCC2;ADK;AKR1D1;ALDOB;AMACR;AP1S1;ATP7B;ATP8B1;BAAT;BCS1L;CC2D2A;CFTR;CLDN1;COG7;CYP27A1;CYP7A1;CYP7B1;DCDC2;DGUOK;ERCC1;FAH;FARSA;FARSB;GALE;GALK1;GALM;GALT;GBA;GBE1;GNAS;HADHA;HNF1B;HSD3B7;IARS;JAG1;KIF12;LIPA;LSR;MMP15;MPI;MPV17;MVK;MYO5B;NBAS;NOTCH2;NPC1;NPC2;NPHP3;NR1H4;PEX1;PEX12;PEX14;PEX2;PEX26;PEX6;PKHD1;POLG;PPM1F;PSKH1;RINT1;RPGRIP1L;SERPINA1;SLC25A13;SLC51A;SMPD1;TALDO1;TJP2;TMEM67;TRMU;UGT1A1;UNC45A;USP53;VIPAS39;VPS33B;VPS50;WDR83OS;YARS;ZFYVE19,80,2025-11-20
30,Chondrodysplasia punctata,1.6,AGPS;ARSE;C16orf62;EBP;GNPAT;PEX7,6,2025-11-20
197,Classical tuberous sclerosis,1.3,TSC1;TSC2,2,2025-11-20
81,Clefting,6.18,ACBD5;ACTB;ACTG1;ADNP;ALG9;ALX1;ALX3;AMER1;AMOTL1;ANKRD11;ARCN1;ARHGAP29;ARHGAP31;ARID1A;ARID1B;ASXL1;ATR;ATRX;AUTS2;B3GALT6;B3GAT3;B3GLCT;B4GALT7;BCOR;BMP2;BMP4;BUB1B;C2CD3;C5orf42;CANT1;CASK;CC2D2A;CDC45;CDH1;CDK13;CDKL5;CDKN1C;CHD1;CHD3;CHD4;CHD7;CHRNG;CHST14;CHSY1;CKAP2L;CNTNAP1;COL11A1;COL11A2;COL2A1;COL9A1;COL9A2;COL9A3;COLEC10;COLEC11;CSNK2A1;CTCF;CTGF;CTNND1;DDX3X;DDX59;DHCR7;DHODH;DIS3L2;DLG1;DLL4;DLX4;DNMT3B;DOCK6;DVL1;DVL3;DYNC2H1;DYNC2LI1;EBP;ECEL1;EDN1;EDNRA;EFNB1;EFTUD2;EIF2S3;EIF4A3;EOGT;EP300;EPG5;ESCO2;ESRP2;EYA1;FAM111A;FAM20C;FANCL;FBXO11;FGD1;FGFR1;FGFR2;FGFR3;FLNA;FLNB;FOXC2;FOXE1;FOXP2;FRAS1,100,2025-11-20
1315,Cleidocranial Dysplasia,2.1,CBFB;RUNX2,2,2025-11-20
244,Colorectal cancer pertinent cancer susceptibility,1.1,APC;BMPR1A;MLH1;MSH2;MSH6;MUTYH;NTHL1;PMS2;POLD1;POLE;PTEN;SMAD4;STK11,13,2025-11-20
517,Combined factor V and VIII deficiency,1.1,LMAN1;MCFD2,2,2025-11-20
1316,Combined vitamin K-dependent clotting factor deficiency,1.1,GGCX;VKORC1,2,2025-11-20
507,Common craniosynostosis syndromes,1.15,EFNB1;ERF;FGFR1;FGFR2;FGFR3;TCF12;TWIST1,7,2025-11-20
508,Confirmed Fanconi anaemia or Bloom syndrome,2.6,BLM;BRCA1;BRCA2;BRIP1;ERCC4;FANCA;FANCB;FANCC;FANCD2;FANCE;FANCF;FANCG;FANCI;FANCL;FANCM;MAD2L2;PALB2;RAD51;RAD51C;SLX4;TOP3A;UBE2T;XRCC2,23,2025-11-20
1317,Congenital adrenal hyperplasia diagnostic test,1.1,CYP21A2,1,2025-11-20
145,Congenital adrenal hypoplasia,4.6,AAAS;ABCD1;AIRE;CDKN1C;CYP11A1;CYP11B2;CYP17A1;CYP21A2;HSD3B2;KDM1A;MC2R;MCM4;MRAP;NNT;NR0B1;NR5A1;POLE;POMC;SAMD9;SGPL1;STAR;TBX19;TXNRD2,23,2025-11-20
25,Congenital disorders of glycosylation,7.11,A4GALT;ALG1;ALG10;ALG11;ALG12;ALG13;ALG14;ALG2;ALG3;ALG6;ALG8;ALG9;ATP6AP1;ATP6V0A2;B3GALNT2;B3GALT6;B3GAT3;B3GLCT;B4GALNT1;B4GALT1;B4GALT7;C1GALT1C1;CAD;CAMLG;CCDC115;CHST14;CHST3;CHST6;CHSY1;COG1;COG2;COG3;COG4;COG5;COG6;COG7;COG8;CSGALNACT1;DDOST;DHDDS;DHRSX;DOLK;DPAGT1;DPM1;DPM2;DPM3;EDEM3;EOGT;EXT1;EXT2;FKRP;FKTN;FUK;FUT8;G6PC3;GALNT12;GALNT2;GALNT3;GFPT1;GLS;GMPPA;GMPPB;GNE;GORAB;ISPD;LARGE1;LFNG;MAGT1;MAN1B1;MAN2B2;MGAT2;MOGS;MPDU1;MPI;NGLY1;NUS1;OSTC;PGAP2;PGAP3;PGM1;PGM3;PIGA;PIGL;PIGM;PIGN;PIGO;PIGS;PIGT;PIGV;PIGW;PMM2;POMGNT1;POMGNT2;POMK;POMT1;POMT2;RFT1;SEC23B;SLC35A1;SLC35A2,100,2025-11-20
512,Congenital fibrosis of the extraocular muscles,2.1,COL25A1;GRHL2;KIF21A;MYF5;PHOX2A;TUBB2B;TUBB3,7,2025-11-20
308,Congenital hyperinsulinism,3.5,ABCC8;AKT2;CACNA1C;CACNA1D;FOXA2;GCK;GLUD1;GPC3;HADH;HK1;HNF1A;HNF4A;INSR;KCNJ11;KDM6A;KMT2D;MAFA;MAGEL2;NSD1;PMM2;RYR3;SLC16A1;TRMT10A;UCP2,24,2025-11-20
31,Congenital hypothyroidism,3.2,CDCA8;DUOX2;DUOXA2;FOXE1;GLIS3;GNAS;HESX1;IGSF1;IRS4;IYD;LHX3;LHX4;NKX2-1;NKX2-5;OTX2;PAX8;POLR2C;POU1F1;PRKAR1A;PROP1;SECISBP2;SLC16A2;SLC26A4;SLC26A7;SLC5A5;SOX3;TBL1X;TG;THRA;THRB;TPO;TRHR;TSHB;TSHR;TUBB1,35,2025-11-20
207,Congenital muscular dystrophy,6.1,ACTA1;ANO5;B3GALNT2;B4GAT1;BET1;CAVIN1;CHKB;CIAO1;COL12A1;COL4A1;COL4A2;COL6A1;COL6A2;COL6A3;DAG1;DMD;DOLK;DPM1;DPM2;DPM3;DTNA;DUX4;DYSF;EMD;FHL1;FKRP;FKTN;GGPS1;GMPPB;GOLGA2;GOSR2;HNRNPA2B1;INPP5K;ISPD;ITGA7;JAG2;LAMA2;LARGE1;LMNA;MICU1;MSTO1;MYMK;PABPN1;PLEC;POGLUT1;POMGNT1;POMGNT2;POMK;POMT1;POMT2;PYROXD1;RYR1;SELENON;SIL1;SMCHD1;SYNE1;SYNE2;TCAP;TMEM43;TMEM5;TRAPPC11,61,2025-11-20
232,Congenital myaesthenic syndrome,5.4,AGRN;ALG14;ALG2;CACNA1A;CHAT;CHRNA1;CHRNB1;CHRND;CHRNE;CHRNG;CIAO1;COL13A1;COLQ;DOK7;DPAGT1;GFPT1;GMPPB;LAMA5;LAMB2;LRP4;MUSK;MYO9A;PLEC;PREPL;RAPSN;RYR1;SCN4A;SLC18A3;SLC25A1;SLC5A7;SNAP25;SYT15;SYT2;TOR1AIP1;UNC13A;VAMP1,36,2025-11-20
225,Congenital myopathy,6.39,ACTA1;ACTN2;ADSSL1;ASCC1;ASCC3;ATP2A1;BAG3;BIN1;CACNA1S;CASQ1;CAV3;CCDC78;CFL2;CHCHD10;CIAO1;CNTN1;COL12A1;COL13A1;COL25A1;COL6A1;COL6A2;COL6A3;COL9A3;COX6A2;CPT2;CRYAB;DES;DHX16;DMPK;DNAJB4;DNAJB6;DNM2;DOK7;DST;DYSF;ECEL1;EPG5;FAM111B;FHL1;FKBP14;FLNC;FXR1;GBE1;GFER;GNE;HACD1;HNRNPA1;HNRNPA2B1;HRAS;HTRA2;ISCU;KBTBD13;KLHL40;KLHL41;KLHL9;KY;LAMP2;LDB3;LETM1;LGI4;LMNA;LMOD3;MAP3K20;MATR3;MB;MEGF10;MICU1;MLIP;MTM1;MTMR14;MT-TA;MT-TE;MT-TG;MT-TK;MT-TL1;MT-TN;MT-TP;MT-TW;MYBPC1;MYBPC3;MYF5;MYF6;MYH14;MYH2;MYH3;MYH7;MYH8;MYL1;MYL2;MYMK;MYMX;MYO18B;MYOD1;MYOT;MYPN;NEB;NEFL;ORAI1;PAX7;PIEZO2,100,2025-11-20
250,Corneal abnormalities,1.14,ABCA3;ADAMTS18;AGBL1;ALDH18A1;APOA1;B3GLCT;BEST1;CHRDL1;CHST6;COL8A2;CYP4V2;DCN;GJA1;GJA8;GLS;GSN;HMX1;KERA;KRT12;KRT3;LAMB2;LTBP2;MAF;MED25;MIR184;OVOL2;PAX6;PDGFRB;PIK3R1;PIKFYVE;PITX2;PRDM5;RAB18;RAB3GAP1;RAB3GAP2;SLC16A12;SLC4A11;TACSTD2;TGFBI;UBIAD1;VSX1;ZEB1;ZNF469,43,2025-11-20
658,Corneal dystrophy,4.6,AP1B1;CHST6;COL17A1;COL8A2;DCN;GRHL2;GSN;KERA;KRT12;KRT3;LCAT;LTBP2;MIR184;OVOL2;PDGFRB;PIKFYVE;PRDM5;PRDX3;SLC4A11;STS;TACSTD2;TCF4;TGFBI;UBIAD1;VSX1;ZEB1;ZNF469,27,2025-11-20
111,COVID-19 research,1.145,ABCA7;ABCB1;ABCC1;ABI3;ABO;ACD;ACE;ACE2;ACKR1;ACP5;ACTB;ADA;ADA2;ADAM17;ADAR;AICDA;AIM2;AIRE;AK2;AKT1;ALOXE3;ALPI;ANPEP;AP1S3;AP3B1;AP3D1;APOE;APOL1;ARHGEF1;ARPC1B;ATF3;ATG16L1;ATG5;ATM;ATP6AP1;B2M;BACH2;BANF1;BCAR1;BCL10;BCL11B;BECN1;BLK;BLM;BLNK;BLOC1S6;BRCA1;BRCA2;BRF2;BRIP1;BST2;BTK;C17orf62;C1QA;C1QB;C1QC;C1R;C1S;C2;C3;C4A;C4B;C5;C6;C7;C8A;C8B;C8G;C9;CARD11;CARD14;CARD9;CARMIL2;CASP1;CASP10;CASP3;CASP8;CC2D2A;CCBE1;CCL11;CCL2;CCL21;CCL3L1;CCL5;CCND1;CCR2;CCR5;CCR7;CD14;CD19;CD200;CD207;CD209;CD244;CD247;CD27;CD28;CD3D;CD3E;CD3G,100,2025-11-20
5,Currarino triad,1.2,FUZ;GDF11;GDF6;MNX1;PAM16;PCSK5;SHH;T;VANGL1;VANGL2;ZIC3,11,2025-11-20
560,Cutaneous photosensitivity with a likely genetic cause,3.13,ALAD;ALAS2;ANAPC1;CPOX;FECH;GATA1;HMBS;PPOX;RECQL4;UROD;UROS;UVSSA,12,2025-11-20
1318,Cystic fibrosis diagnostic test,1.1,CFTR,1,2025-11-20
283,Cystic kidney disease,8.1,AHI1;ALG5;ALG8;ALG9;ANKS6;ARL13B;ARL6;BBS1;BBS10;BBS12;BBS2;BBS4;BBS5;BBS9;C5orf42;CC2D2A;CCDC28B;CEP164;CEP290;CEP41;CEP83;CFAP47;CLCN5;COL4A1;COL4A3;COL4A4;COL4A5;CYP24A1;CYS1;DNAJB11;DZIP1L;FLCN;GANAB;GLA;GLIS2;HNF1B;IFT140;INPP5E;INVS;IQCB1;KIF7;MAPKBP1;MKS1;MUC1;NEK8;NPHP1;NPHP3;NPHP4;OFD1;PAX2;PKD1;PKD2;PKHD1;PRKCSH;RPGRIP1L;SDCCAG8;SEC61A1;SEC63;TCTN1;TCTN3;TMEM138;TMEM216;TMEM231;TMEM237;TMEM67;TRIM32;TSC1;TSC2;TTC21B;TTC8;TULP3;UMOD;VHL;WDPCP;WDR19;XPNPEP3;ZNF423,77,2025-11-20
487,Cystic renal disease,12.6,ADAMTS9;AHI1;AHI1;ALG5;ALG8;ALG9;ALMS1;ANKS6;ANKS6;ARL13B;ARL13B;ARL6;ARL6;ARMC9;B9D1;B9D2;BBIP1;BBS1;BBS1;BBS10;BBS10;BBS12;BBS12;BBS2;BBS2;BBS4;BBS4;BBS5;BBS5;BBS7;BBS9;BBS9;C5orf42;C5orf42;C8orf37;CC2D2A;CC2D2A;CCDC28B;CCDC28B;CENPF;CEP104;CEP164;CEP164;CEP290;CEP290;CEP41;CEP41;CEP55;CEP83;CEP83;CFAP47;CLCN5;COL4A1;COL4A3;COL4A4;COL4A5;CRB2;CSPP1;CYP24A1;CYS1;CYS1;DCDC2;DDX59;DHCR7;DLG5;DNAJB11;DYNC2H1;DZIP1L;EXOC3L2;EXOC8;FLCN;GANAB;GLA;GLIS2;GLIS2;HNF1B;HNF1B;HYLS1;ICK;IFT122;IFT140;IFT140;IFT172;IFT27;IFT43;IFT74;INPP5E;INPP5E;INVS;INVS;IQCB1;IQCB1;KIAA0556;KIAA0586;KIAA0753;KIF14;KIF7;KIF7;LZTFL1;MAPKBP1,100,2025-11-20
1319,Cystinosis,1.1,CTNS,1,2025-11-20
519,Cytopenia - NOT Fanconi anaemia,4.28,ABCG5;ABCG8;ACD;ACKR1;ACTB;ACTN1;ADA2;ADAMTS13;AK2;ANKRD26;AP3B1;ARPC1B;CASP10;CD40;CD40LG;CDC42;CLPB;CSF3R;CTC1;CXCR2;CXCR4;CYCS;DDX41;DIAPH1;DKC1;DNAJC21;DUT;EFL1;ELANE;ERCC6L2;ETV6;FAS;FASLG;FCGR3B;FLI1;FLNA;FYB1;G6PC3;GATA1;GATA2;GFI1;GINS1;GNE;GP1BA;GP1BB;GP9;HAX1;HOXA11;HTRA2;IKZF1;ITGA2B;ITGB3;JAGN1;KDSR;KIF23;KLF1;LAMTOR2;LAT;LIG4;LYST;MASTL;MECOM;MPIG6B;MPL;MSN;MTHFD1;MYH9;MYSM1;NBEAL2;NBN;NHP2;NOP10;NPM1;PARN;POLR2C;PSMB8;PTPN11;RAC2;RAP1B;RBM8A;RMRP;RNU4ATAC;RPA1;RPL11;RPL15;RPL17;RPL18;RPL26;RPL27;RPL31;RPL35A;RPL5;RPL9;RPS10;RPS17;RPS19;RPS20;RPS24;RPS26;RPS27,100,2025-11-20
159,Cytopenias and congenital anaemias,1.122,ABCB7;ABL1;ACSL6;ADA2;ADAMTS13;AK1;ALAS2;ALDOA;AMN;ANK1;ANKRD26;ANKRD34A;ANKRD35;ARHGAP26;ASXL1;ATRX;BAAT;BCOR;BCORL1;BRAF;BRCA1;BRCA2;BRIP1;C15orf41;CALR;CBL;CBLB;CBLC;CD36;CD59;CDAN1;CDKN2A;CEBPA;COX4I2;CSF3R;CTC1;CUBN;CUX1;CXCR4;CYCS;DHFR;DKC1;DNAJC21;DNMT3A;ELANE;ENO1;EPB41;EPB42;EPHX1;EPO;ERCC4;ERCC6L2;EZH2;FANCA;FANCB;FANCC;FANCD2;FANCE;FANCF;FANCG;FANCI;FANCL;FANCM;FBXW7;FCGR3B;FLT3;G6PC3;G6PD;GATA1;GATA2;GCLC;GFI1;GLRX5;GNAS;GNRHR2;GPI;GPX1;GSR;GSS;HAX1;HBA1;HBA2;HBB;HBD;HBG1;HBG2;HEPH;HFE2;HK1;HOXA11;HRAS;IDH1;IDH2;IFNG;IKZF1;IRF1;ITGA10;ITGA2B;ITGB3;JAK2,100,2025-11-20
484,DDG2P,6.8,AAAS;AARS;AASS;ABAT;ABCB11;ABCB6;ABCB7;ABCC6;ABCC9;ABCD1;ABCD4;ABHD16A;ABHD5;ABL1;ACAD9;ACADM;ACADS;ACADVL;ACAN;ACAT1;ACBD5;ACBD6;ACER3;ACO2;ACOX1;ACP5;ACSL4;ACTA1;ACTA2;ACTB;ACTC1;ACTG1;ACTL6B;ACVR1;ACVR2B;ACY1;ADA;ADAM22;ADAMTS18;ADAMTS9;ADAMTSL2;ADAR;ADARB1;ADCY5;ADGRG1;ADGRG6;ADK;ADNP;ADPRHL2;ADRA2B;ADSL;AFF2;AFF3;AFF4;AFG3L2;AGA;AGK;AGL;AGO1;AGPAT3;AGPS;AGTPBP1;AGTR2;AGXT;AHDC1;AHI1;AIFM1;AIMP1;AIPL1;AIRE;AK2;AKR1D1;AKT1;AKT2;AKT3;ALAD;ALDH18A1;ALDH1A2;ALDH1A3;ALDH3A2;ALDH4A1;ALDH5A1;ALDH7A1;ALDOA;ALDOB;ALG1;ALG11;ALG12;ALG13;ALG2;ALG3;ALG6;ALG8;ALG9;ALKBH8;ALMS1;ALPL;ALS2;ALX1;ALX3,100,2025-11-20
251,Deafness and congenital structural abnormalities,1.37,BMP4;BMP5;CDC6;CDT1;CHD7;DACT1;DAP3;DHODH;DWS;EDNRA;EFTUD2;EIF4A3;EVC;EYA1;FGF10;FGF3;FGFR2;FGFR3;FOXI1;FOXI3;FRAS1;FREM2;GDF6;GNAI3;GRIP1;GSC;HMX1;HOXA2;HSPA9;KDM6A;KIAA0391;KMT2D;LEMD3;NKX3-2;OFD1;ORC1;ORC4;ORC6;OTX2;PLCB4;POLR1A;POLR1C;POLR1D;PORCN;RPS28;SALL1;SALL4;SF3B4;SIX1;SIX5;SLC26A4;SOX10;TCOF1;TFAP2A;TWSG1;WIF1,56,2025-11-20
26,Diabetes with additional phenotypes suggestive of a monogenic aetiology,1.67,ABCC8;ACE;AGPAT2;ALMS1;AQP2;AVP;AVPR2;BLK;BSCL2;CEL;CISD2;DCAF17;DMXL2;EIF2AK3;ENPP1;FOXC2;FOXP3;GATA4;GATA6;GCK;GLIS3;HAMP;HFE;HFE2;HNF1A;HNF1B;HNF4A;IER3IP1;IL1RN;IL2RA;INS;INSR;KCNJ11;KLF11;LIPC;LMNA;LRBA;MNX1;MT-TL1;NEUROD1;NEUROG3;NKX2-2;PAX4;PCBD1;PDX1;PIK3R1;PLIN1;POLD1;PPARG;PTF1A;RFX6;SLC19A2;SLC29A3;SLC2A2;SLC40A1;SPINK1;STAT1;STAT3;TFR2;TRMT10A;UGT1A1;WFS1;ZBTB20;ZFP57,64,2025-11-20
1505,Diagnostic testing for Glutaric acidaemia I,1.1,GCDH,1,2025-11-20
1504,Diagnostic testing for Isovaleric acidaemia,1.1,IVD,1,2025-11-20
1506,Diagnostic testing for MCADD - Medium-chain acyl-CoA dehydrogenase deficiency - full ACADM sequencing,1.1,ACADM,1,2025-11-20
1320,DICER1-related cancer predisposition,1.1,DICER1,1,2025-11-20
9,Differences in sex development,4.12,AKR1C2;AMH;AMHR2;AR;ARX;ATP6V0A4;ATRX;CBX2;CDKN1C;CHD7;CTU2;CUL4B;CYB5A;CYP11A1;CYP11B1;CYP17A1;CYP19A1;CYP21A2;DGKQ;DHCR7;DHH;DHX37;DMRT1;ERAL1;ESR2;FGFR2;GATA4;GLI2;HHAT;HOXA13;HSD17B2;HSD17B3;HSD3B2;INPP5E;LHCGR;MAMLD1;MAP3K1;MCM5;MYRF;NR0B1;NR2F2;NR3C1;NR5A1;PAX6;PAX8;PBX1;POR;PPP1R12A;PRDM13;RPL10;RSPO1;SAMD9;SEMA3E;SGPL1;SOX10;SOX9;SRD5A2;SRY;STAR;TAF4B;TCF12;TOE1;TSPYL1;TWIST2;WNT2B;WT1;ZFPM2,67,2025-11-20
652,Dilated and arrhythmogenic cardiomyopathy,3.9,ABCC9;ACTC1;ACTN2;ANK2;ANKRD1;BAG3;CDH2;CRYAB;CSRP3;DES;DMD;DOLK;DSC2;DSG2;DSP;DST;EMD;EYA4;FHOD3;FKRP;FKTN;FLII;FLNC;GATA6;GATAD1;JUP;LAMP2;LDB3;LMNA;MYBPC3;MYH6;MYH7;MYLK3;MYPN;MYZAP;NEXN;NKX2-5;NRAP;PKP2;PLN;PPA2;PRDM16;RBM20;RHBDF1;RPL3L;RRAGC;RRAGD;RYR2;SCN5A;SGCD;SLC6A6;SPEG;TAB2;TAX1BP3;TBX20;TBX5;TCAP;TMEM43;TNNC1;TNNI3;TNNI3K;TNNT2;TPM1;TTN;VCL,65,2025-11-20
47,Dilated Cardiomyopathy and conduction defects,1.96,ABCC9;ACTA1;ACTC1;ACTN2;ALMS1;ANKRD1;BAG3;CAVIN4;CRYAB;CSRP3;CTF1;DES;DMD;DMPK;DNAJC19;DOLK;DSC2;DSG2;DSP;EMD;EPG5;EYA4;FHL1;FHL2;FKTN;FLNC;GATAD1;GLA;HAMP;HFE;HFE2;IDH2;ILK;JUP;LAMA4;LAMP2;LDB3;LMNA;MPO;MYBPC3;MYH6;MYH7;MYL2;MYL3;MYPN;NEBL;NEXN;NKX2-5;NPPA;PDLIM3;PKP2;PLN;PPP1R13L;PRDM16;PRKAG2;PSEN1;PSEN2;RAB3GAP2;RAF1;RBM20;RYR2;SCN1B;SCN5A;SDHA;SGCB;SGCD;SLC40A1;SPEG;SYNE1;SYNE2;TAZ;TBX20;TCAP;TFR2;TMEM43;TMPO;TNNC1;TNNI3;TNNT2;TPM1;TTN;TTR;TXNRD2;VCL;XK,85,2025-11-20
235,Distal myopathies,6.13,ACTA1;ADSSL1;ANO5;BAG3;CNBP;CRYAB;DES;DMD;DMPK;DNAJB6;DNM2;DUX4;DYSF;FHL1;FLNC;GIPC1;GNE;HNRNPA1;HSPB1;HSPB8;KLHL9;LDB3;LRIF1;MATR3;MYH7;MYOT;NEB;SMPX;SQSTM1;TIA1;TTN;VCP,32,2025-11-20
1321,Duchenne or Becker muscular dystrophy,1.1,DMD,1,2025-11-20
209,Ductal plate malformation,1.29,ACD;AGT;AHI1;ALG8;ALMS1;ANKS6;ARL13B;ARL6;B9D1;B9D2;BBS1;BBS10;BBS12;BBS2;BBS4;BBS5;BBS7;BBS9;BICC1;BSND;C2CD3;C5orf42;CC2D2A;CCDC103;CCDC114;CCDC39;CCDC40;CCND1;CEP104;CEP120;CEP164;CEP290;CEP41;CEP83;CLCNKB;CLDN16;CLDN19;CPT2;CSPP1;CTC1;DDX59;DGUOK;DKC1;DNAAF1;DNAAF2;DNAAF3;DNAAF5;DNAH11;DNAH5;DNAI1;DNAI2;DNAJB11;DNAL1;DYNC2H1;DYNC2LI1;EVC;EVC2;EYA1;FANCD2;GANAB;GRHPR;HNF1B;HOGA1;HYDIN;HYLS1;IFT122;IFT140;IFT172;IFT52;IFT80;INPP5E;INTU;INVS;IQCB1;JAG1;KCNN3;KIAA0586;KIF14;KIF7;LRP5;LRRC6;MAPKBP1;MKKS;MKS1;MRE11;NEK1;NEK8;NHP2;NLRP1;NME8;NOP10;NOTCH2;NPHP1;NPHP3;NPHP4;NXPH2;OFD1;PAX2;PEX1;PEX10,100,2025-11-20
265,Early onset dementia (encompassing fronto-temporal dementia and prion disease),1.83,APP;ATN1;C9orf72;CHCHD10;CHMP2B;CSF1R;DCTN1;DNAJC5;DNMT1;EPM2A;FUS;GBA;GRN;HNRNPA1;HTRA1;ITM2B;JPH3;MAPT;NHLRC1;NOTCH3;PPIA;PRNP;PSEN1;PSEN2;SNCA;SNCB;TARDBP;TBK1;TREM2;TYROBP;UBQLN2;VCP;XK,33,2025-11-20
